NUTS_ID,year,window,gdd,heat,frost,precip
ITF33,1973,Mar-Jul,1633.051,60.224,2.47,141.011
ITF33,1974,Apr-Aug,2079.634,100.308,0,260.189
ITF33,1974,Mar-Jul,1629.92,38.797,0,266.666
ITF33,1975,Apr-Aug,2162.806,66.364,0,122.988
ITF33,1975,Mar-Jul,1787.249,35.928,0.434,133.968
ITF33,1976,Apr-Aug,1945.925,31.557,0,269.513
ITF33,1976,Mar-Jul,1589.166,26.564,1.329,354.461
ITF33,1977,Apr-Aug,2189.877,77.53,0,93.016
ITF33,1977,Mar-Jul,1837.553,46.399,0.25,84.23
ITF33,1978,Apr-Aug,2071.558,61.846,0,264.487
ITF33,1978,Mar-Jul,1671.879,29.732,0,314.614
ITF33,1979,Apr-Aug,2238.201,64.325,0,220.452
ITF33,1979,Mar-Jul,1874.585,36.672,1,230.722
ITF33,1980,Apr-Aug,2020.05,56.794,0,309.958
ITF33,1980,Mar-Jul,1575.212,16.382,0,316.843
ITF33,1981,Apr-Aug,2114.828,90.183,0,164.989
ITF33,1981,Mar-Jul,1741.908,36.019,0,209.754
ITF33,1982,Apr-Aug,2323.929,167.072,0,44.559
ITF33,1982,Mar-Jul,1824.29,104.424,0.248,109.423
ITF33,1983,Apr-Aug,2198.285,140.66,0,143.08
ITF33,1983,Mar-Jul,1754.768,109.83,0,181.943
ITF33,1984,Apr-Aug,2045.067,62.459,0,252.752
ITF33,1984,Mar-Jul,1631.965,40.79,0.248,290.547
ITF33,1985,Apr-Aug,2278.497,180.767,0,58.428
ITF33,1985,Mar-Jul,1811.233,97.509,1.25,226.002
ITF33,1986,Apr-Aug,2240.182,208.826,0,141.317
ITF33,1986,Mar-Jul,1783.707,85.098,0,227.458
ITF33,1987,Apr-Aug,2251.714,222.794,0,155.132
ITF33,1987,Mar-Jul,1716.983,139.05,12.678,182.319
ITF33,1988,Apr-Aug,2406.073,282.635,0,150.845
ITF33,1988,Mar-Jul,1900.575,168.217,4.044,184.153
ITF33,1989,Apr-Aug,2161.954,183.514,0,212.648
ITF33,1989,Mar-Jul,1781.409,86.203,0,222.553
ITF33,1990,Apr-Aug,2257.878,153.102,0,250.26
ITF33,1990,Mar-Jul,1858.269,89.406,0,254.365
ITF33,1991,Apr-Aug,2004.42,116.592,0,207.78
ITF33,1991,Mar-Jul,1623.377,49.89,0,250.081
ITF33,1992,Apr-Aug,2163.474,195.1,0,221.52
ITF33,1992,Mar-Jul,1666.273,76.32,0,278.963
ITF33,1993,Apr-Aug,2201.988,179.597,0,101.474
ITF33,1993,Mar-Jul,1684.226,76.046,0.256,186.882
ITF33,1994,Apr-Aug,2391.129,258.617,0,274.984
ITF33,1994,Mar-Jul,1924.406,125.339,0,264.557
ITF33,1995,Apr-Aug,2174.138,161.055,0.25,341.419
ITF33,1995,Mar-Jul,1717.26,102.8,0.25,408.392
ITF33,1996,Apr-Aug,2263.192,141.952,0,120.067
ITF33,1996,Mar-Jul,1775.349,71.695,1.038,172.143
ITF33,1997,Apr-Aug,2258.609,169.364,0,109.282
ITF33,1997,Mar-Jul,1827.909,112.045,0,95.831
ITF33,1998,Apr-Aug,2430.272,253.76,0,178.984
ITF33,1998,Mar-Jul,1908.168,138.287,0.498,165.593
ITF33,1999,Apr-Aug,2423.68,175.37,0,114.495
ITF33,1999,Mar-Jul,1941.798,76.117,0,137.527
ITF33,2000,Apr-Aug,2536.023,212.719,0,118.614
ITF33,2000,Mar-Jul,2045.686,99.004,0,152.256
ITF33,2001,Apr-Aug,2425.445,196.623,0,99.341
ITF33,2001,Mar-Jul,2083.189,113.742,0,138.566
ITF33,2002,Apr-Aug,2421.005,162.26,0,209.042
ITF33,2002,Mar-Jul,2080.07,111.049,0,143.876
ITF33,2003,Apr-Aug,2674.01,316.866,1.07,67.847
ITF33,2003,Mar-Jul,2176.455,175.247,1.07,69.581
ITF33,2004,Apr-Aug,2340.732,115.575,0,220.48
ITF33,2004,Mar-Jul,1906.581,65.899,0.076,276.95
ITF33,2005,Apr-Aug,2495.802,133.537,0,147.213
ITF33,2005,Mar-Jul,2100.903,98.577,3.963,173.95
ITF33,2006,Apr-Aug,2507.812,234.135,0,172.693
ITF33,2006,Mar-Jul,2092.302,175.366,0.07,211.969
ITF33,2007,Apr-Aug,2600.616,253.98,0,151.353
ITF33,2007,Mar-Jul,2209.166,141.946,0,244.145
ITF33,2008,Apr-Aug,2561.005,249.586,0,159.05
ITF33,2008,Mar-Jul,2123.681,144.322,0,304.008
ITF33,2009,Apr-Aug,2556.134,228.66,0,235.261
ITF33,2009,Mar-Jul,2084.013,99.03,0,358.786
ITF33,2010,Apr-Aug,2451.665,194.977,0,194.807
ITF33,2010,Mar-Jul,2024.045,112.223,0,265.827
ITF33,2011,Apr-Aug,2494.329,185.882,0,119.801
ITF33,2011,Mar-Jul,2059.273,82.644,0.006,308.814
ITF33,2012,Apr-Aug,2500.87,274.725,0,263.565
ITF33,2012,Mar-Jul,2088.85,141.926,0,274.861
ITF33,2013,Apr-Aug,2466.284,201.307,0,214.584
ITF33,2013,Mar-Jul,2032.501,95.746,0,323.658
ITF33,2014,Apr-Aug,2300.439,119.863,0,253.314
ITF33,2014,Mar-Jul,1915.561,61.831,0,334.796
ITF33,2015,Apr-Aug,2522.227,254.944,0,151.892
ITF33,2015,Mar-Jul,2088.973,155.299,0,217.791
ITF33,2016,Apr-Aug,2284.211,190.896,0,227.063
ITF33,2016,Mar-Jul,1889.133,130.179,0,273.362
ITF33,2017,Apr-Aug,2538.716,382.05,0,69.707
ITF33,2017,Mar-Jul,2115.637,202.763,0,113.691
ITF33,2018,Apr-Aug,2513.341,244.723,0,191.275
ITF33,2018,Mar-Jul,2094.505,139.711,0.076,337.64
ITF33,2019,Apr-Aug,2416.759,379.699,0,252.812
ITF33,2019,Mar-Jul,1982.537,220.337,0.006,281.691
ITF33,2020,Apr-Aug,2418.206,265.281,0.178,166.96
ITF33,2020,Mar-Jul,1968.503,144.639,1.071,209.409
ITF33,2021,Apr-Aug,2399.288,334.442,0.008,109.554
ITF33,2021,Mar-Jul,1918.605,191.426,0.019,174.791
ITF33,2022,Apr-Aug,2534.339,393.369,0,216.106
ITF33,2022,Mar-Jul,2055.58,274.965,0.036,191.4
ITF33,2023,Apr-Aug,2292.646,241.274,0,352.154
ITF33,2023,Mar-Jul,1907.99,145.558,0,376.109
ITF33,2024,Apr-Aug,2526.22,380.494,0,115.259
ITF33,2024,Mar-Jul,2056.94,195.442,0,230.853
ITF34,1950,Apr-Aug,2221.002,60.322,0,140.287
ITF34,1950,Mar-Jul,1773.465,37.533,0,176.429
ITF34,1951,Apr-Aug,1905.887,55.741,0,96.445
ITF34,1951,Mar-Jul,1514.527,20.035,1.854,177.657
ITF34,1952,Apr-Aug,2124.35,95.308,0,105.148
ITF34,1952,Mar-Jul,1677.389,51.793,5.786,115.948
ITF34,1953,Apr-Aug,1945.762,41.916,0,142.88
ITF34,1953,Mar-Jul,1515.069,36.432,3.715,119.544
ITF34,1954,Apr-Aug,1849.939,25.495,0,137.655
ITF34,1954,Mar-Jul,1513.527,14.986,0,172.758
ITF34,1955,Apr-Aug,1921.43,17.408,0,65.327
ITF34,1955,Mar-Jul,1559.646,16.279,1.642,93.503
ITF34,1956,Apr-Aug,1894.527,69.487,2.226,97.761
ITF34,1956,Mar-Jul,1424.054,15.122,11.242,135.471
ITF34,1957,Apr-Aug,1950.021,58.003,0.199,124.555
ITF34,1957,Mar-Jul,1557.191,32.916,3.835,116.184
ITF34,1958,Apr-Aug,1836.116,50.764,0.215,212.591
ITF34,1958,Mar-Jul,1343.919,19.755,9.058,292.05
ITF34,1959,Apr-Aug,1754.127,19.344,0,168.534
ITF34,1959,Mar-Jul,1416.927,12.454,0,160.992
ITF34,1960,Apr-Aug,1843.77,43.817,0,154.919
ITF34,1960,Mar-Jul,1392.725,14.318,0.724,249.134
ITF34,1961,Apr-Aug,1861.177,51.125,0,154.692
ITF34,1961,Mar-Jul,1446.268,15.21,0.938,171.594
ITF34,1962,Apr-Aug,1883.618,112.957,0,88.142
ITF34,1962,Mar-Jul,1379.389,57.146,8.198,163.262
ITF34,1963,Apr-Aug,1849.588,62.993,0,174.816
ITF34,1963,Mar-Jul,1392.554,31.14,6.638,209.072
ITF34,1964,Apr-Aug,1822.753,29.568,0,140.339
ITF34,1964,Mar-Jul,1441.147,18.457,0,153.666
ITF34,1965,Apr-Aug,1769.044,65.387,0.603,108.546
ITF34,1965,Mar-Jul,1373.904,50.579,3.432,97.213
ITF34,1966,Apr-Aug,1890.899,29.38,0,104.418
ITF34,1966,Mar-Jul,1418.501,12.821,6.48,99.295
ITF34,1967,Apr-Aug,1816.169,43.146,1.092,164.651
ITF34,1967,Mar-Jul,1387.605,23.134,3.767,152.772
ITF34,1968,Apr-Aug,1819.227,25.096,0,148.214
ITF34,1968,Mar-Jul,1463.906,21.334,7.417,129.191
ITF34,1969,Apr-Aug,1753.4,19.129,1.236,169.771
ITF34,1969,Mar-Jul,1348.547,9.738,1.59,214.623
ITF34,1970,Apr-Aug,1809.522,41.72,1.171,75.207
ITF34,1970,Mar-Jul,1369.65,22.042,6.912,122.999
ITF34,1971,Apr-Aug,1915.609,51.797,0,80.11
ITF34,1971,Mar-Jul,1379.035,6.105,12.048,174.822
ITF34,1972,Apr-Aug,1766.111,23.258,0,159.078
ITF34,1972,Mar-Jul,1433.125,5.758,0,150.383
ITF34,1973,Apr-Aug,1766.008,36.577,0.199,117.514
ITF34,1973,Mar-Jul,1310.488,20.351,6.746,142.779
ITF34,1974,Apr-Aug,1736.534,63.313,0.521,239.496
ITF34,1974,Mar-Jul,1289.927,22.603,0.521,218.265
ITF34,1975,Apr-Aug,1816.489,20.088,0.596,129.47
ITF34,1975,Mar-Jul,1440.567,14.432,5.058,135.955
ITF34,1976,Apr-Aug,1511.098,4.216,0.199,252.937
ITF34,1976,Mar-Jul,1175.319,3.848,8.709,312.754
ITF34,1977,Apr-Aug,1843.618,41.268,0.675,87.609
ITF34,1977,Mar-Jul,1495.753,22.473,2.738,72.082
ITF34,1978,Apr-Aug,1696.427,28.393,0,237.016
ITF34,1978,Mar-Jul,1293.274,13.184,0.584,280.379
ITF34,1979,Apr-Aug,1855.166,20.409,0.322,192.301
ITF34,1979,Mar-Jul,1485.857,4.624,1.51,203.089
ITF34,1980,Apr-Aug,1615.196,25.636,0.993,219.732
ITF34,1980,Mar-Jul,1159.007,4.512,1.732,247.171
ITF34,1981,Apr-Aug,1753.038,36.52,0,124.392
ITF34,1981,Mar-Jul,1379.733,6.678,0.814,136.849
ITF34,1982,Apr-Aug,1969.409,49.953,0.397,50.089
ITF34,1982,Mar-Jul,1467.41,35.494,8.513,126.425
ITF34,1983,Apr-Aug,1864.931,47.329,0,123.496
ITF34,1983,Mar-Jul,1445.595,42.521,3.298,141.546
ITF34,1984,Apr-Aug,1633.514,41.905,0.199,148.853
ITF34,1984,Mar-Jul,1226.831,27.409,6.93,179.052
ITF34,1985,Apr-Aug,1924.23,111.502,0,88.799
ITF34,1985,Mar-Jul,1447.822,52.391,3.493,191.344
ITF34,1986,Apr-Aug,1910.903,63.871,0.001,121.011
ITF34,1986,Mar-Jul,1450.861,14.884,0.001,196.144
ITF34,1987,Apr-Aug,1875.556,82.737,0.215,142.992
ITF34,1987,Mar-Jul,1375.019,61.805,15.785,181.073
ITF34,1988,Apr-Aug,2033.165,155.388,0,104.531
ITF34,1988,Mar-Jul,1528.012,94.912,7.532,152.614
ITF34,1989,Apr-Aug,1790.356,42.302,0,185.49
ITF34,1989,Mar-Jul,1426.287,17.187,0,219.345
ITF34,1990,Apr-Aug,1854.475,46.087,0,189.281
ITF34,1990,Mar-Jul,1475.509,32.956,1.726,198.547
ITF34,1991,Apr-Aug,1664.988,27.179,0,176.863
ITF34,1991,Mar-Jul,1285.121,13.005,0,194.434
ITF34,1992,Apr-Aug,1854.837,75.57,0,151.783
ITF34,1992,Mar-Jul,1354.189,20.974,0.016,178.047
ITF34,1993,Apr-Aug,1958.81,95.221,0,107.739
ITF34,1993,Mar-Jul,1458.749,34.34,7.621,153.763
ITF34,1994,Apr-Aug,2047.647,103.303,0,246.331
ITF34,1994,Mar-Jul,1570.805,37.95,0.091,233.008
ITF34,1995,Apr-Aug,1800.518,39.805,1.204,172.667
ITF34,1995,Mar-Jul,1362.487,29.297,3.777,193.702
ITF34,1996,Apr-Aug,1889.136,43.243,0,80.687
ITF34,1996,Mar-Jul,1412.252,21.82,5.686,113.897
ITF34,1997,Apr-Aug,1863.857,47.352,1.079,86.939
ITF34,1997,Mar-Jul,1437.9,39.051,1.278,77.008
ITF34,1998,Apr-Aug,2063.879,163.097,0,172.625
ITF34,1998,Mar-Jul,1547.153,88.017,7.075,164.792
ITF34,1999,Apr-Aug,2052.375,71.356,0,161.611
ITF34,1999,Mar-Jul,1555.295,12.564,0.012,178.133
ITF34,2000,Apr-Aug,2169.708,104.728,0,132.063
ITF34,2000,Mar-Jul,1664.895,34.434,0.388,160.102
ITF34,2001,Apr-Aug,2019.003,110.285,0.001,81.17
ITF34,2001,Mar-Jul,1673.382,56.49,0.001,100.014
ITF34,2002,Apr-Aug,2028.909,80.571,0,152.561
ITF34,2002,Mar-Jul,1693.857,62.904,0,125.62
ITF34,2003,Apr-Aug,2289.445,206.234,1.877,72.413
ITF34,2003,Mar-Jul,1782.221,109.053,2.274,84.237
ITF34,2004,Apr-Aug,1985.102,86.976,0,172.97
ITF34,2004,Mar-Jul,1547.854,54.415,1.088,208.661
ITF34,2005,Apr-Aug,2126.996,83.297,0,105.381
ITF34,2005,Mar-Jul,1749.182,64.233,6.751,104.274
ITF34,2006,Apr-Aug,2145.438,111.508,0,147.794
ITF34,2006,Mar-Jul,1728.363,84.738,1.787,201.911
ITF34,2007,Apr-Aug,2273.493,142.148,0,134.777
ITF34,2007,Mar-Jul,1856.062,89.318,0,226.484
ITF34,2008,Apr-Aug,2165.272,103.623,0,195.003
ITF34,2008,Mar-Jul,1718.787,53.498,0,357.423
ITF34,2009,Apr-Aug,2183.126,102.254,0,314.291
ITF34,2009,Mar-Jul,1698.324,43.494,0,449.629
ITF34,2010,Apr-Aug,2079.823,72.777,0,275.907
ITF34,2010,Mar-Jul,1645.938,40.773,0.354,363.791
ITF34,2011,Apr-Aug,2125.111,86.594,0,161.036
ITF34,2011,Mar-Jul,1673.194,33.125,1.965,329.502
ITF34,2012,Apr-Aug,2174.333,161.916,0,302.74
ITF34,2012,Mar-Jul,1744.429,84.541,0,323.658
ITF34,2013,Apr-Aug,2128.05,83.25,0,220.351
ITF34,2013,Mar-Jul,1677.574,32.272,1.172,372.444
ITF34,2014,Apr-Aug,1986.779,34.736,0,290.796
ITF34,2014,Mar-Jul,1602.075,16.849,0,378.899
ITF34,2015,Apr-Aug,2229.687,151.662,0,153.815
ITF34,2015,Mar-Jul,1781.366,96.503,0,244.129
ITF34,2016,Apr-Aug,2015.482,95.277,0,296.958
ITF34,2016,Mar-Jul,1618.124,72.103,0,341.891
ITF34,2017,Apr-Aug,2178.692,262.645,0.782,82.534
ITF34,2017,Mar-Jul,1725.592,115.851,1.179,132.607
ITF34,2018,Apr-Aug,2122.905,89.714,0,225.17
ITF34,2018,Mar-Jul,1707.815,46.929,3.03,362.414
ITF34,2019,Apr-Aug,2073.467,207.335,0,276.57
ITF34,2019,Mar-Jul,1620.768,116.012,0.224,290.382
ITF34,2020,Apr-Aug,2075.398,160.384,2.149,201.22
ITF34,2020,Mar-Jul,1620.467,79.894,5.014,257.452
ITF34,2021,Apr-Aug,2104.78,245.415,1.44,174.373
ITF34,2021,Mar-Jul,1597.607,147.463,5.394,224.088
ITF34,2022,Apr-Aug,2170.852,223.341,0.801,292.88
ITF34,2022,Mar-Jul,1697.652,170.086,11.146,297.918
ITF34,2023,Apr-Aug,1979.017,172.289,0.199,398.355
ITF34,2023,Mar-Jul,1571.521,113.715,0.596,431.303
ITF34,2024,Apr-Aug,2290.319,313.316,0,124.222
ITF34,2024,Mar-Jul,1806.204,166.756,0,178.651
ITF35,1950,Apr-Aug,2323.343,80.334,0,152.304
ITF35,1950,Mar-Jul,1878.467,50.974,0,198.283
ITF35,1951,Apr-Aug,2004.469,71.291,0,106.579
ITF35,1951,Mar-Jul,1618.684,29.056,0.879,202.908
ITF35,1952,Apr-Aug,2210.575,107.68,0,128.087
ITF35,1952,Mar-Jul,1765.147,56.516,4.748,147.317
ITF35,1953,Apr-Aug,2041.198,68.402,0,169.011
ITF35,1953,Mar-Jul,1604.868,49.009,2.128,154.549
ITF35,1954,Apr-Aug,1951.804,26.577,0.091,169.469
ITF35,1954,Mar-Jul,1615.675,14.592,0.099,220.272
ITF35,1955,Apr-Aug,2031.655,24.212,0.004,76.137
ITF35,1955,Mar-Jul,1671.728,21.557,1.294,107.262
ITF35,1956,Apr-Aug,1989.327,70.255,1.365,107.061
ITF35,1956,Mar-Jul,1522.316,20.636,7.6,146.845
ITF35,1957,Apr-Aug,2046.773,64.469,0.104,132.363
ITF35,1957,Mar-Jul,1648.381,35.427,2.194,126.281
ITF35,1958,Apr-Aug,1956.714,45.058,0.01,224.335
ITF35,1958,Mar-Jul,1458.484,14.649,5.063,329.023
ITF35,1959,Apr-Aug,1872.934,17.26,0,198.393
ITF35,1959,Mar-Jul,1528.974,10.753,0,217.179
ITF35,1960,Apr-Aug,1975.171,39.307,0,150.481
ITF35,1960,Mar-Jul,1516.037,15.203,0.03,252.745
ITF35,1961,Apr-Aug,2006.329,37.205,0,177.88
ITF35,1961,Mar-Jul,1593.739,11.101,0.23,193.258
ITF35,1962,Apr-Aug,2029.836,87.385,0,73.535
ITF35,1962,Mar-Jul,1533.249,44.384,5.425,168.047
ITF35,1963,Apr-Aug,1964.141,49.033,0.004,205.147
ITF35,1963,Mar-Jul,1504.421,21.835,4.54,251.292
ITF35,1964,Apr-Aug,1968.621,25.973,0,180.007
ITF35,1964,Mar-Jul,1581.731,17.264,0.014,241.93
ITF35,1965,Apr-Aug,1870.381,42.104,0.028,110.438
ITF35,1965,Mar-Jul,1477.901,31.113,1.264,112.654
ITF35,1966,Apr-Aug,1990.626,14.764,0,127.662
ITF35,1966,Mar-Jul,1523.137,7.028,2.027,133.214
ITF35,1967,Apr-Aug,1914.612,30.388,0.064,180.039
ITF35,1967,Mar-Jul,1503.067,14.954,0.924,171.771
ITF35,1968,Apr-Aug,1878.31,19.074,0,160.491
ITF35,1968,Mar-Jul,1518.001,15.434,3.371,126.842
ITF35,1969,Apr-Aug,1822.179,14.034,0.468,157.798
ITF35,1969,Mar-Jul,1424.871,7.592,0.771,228.738
ITF35,1970,Apr-Aug,1883.596,36.388,0.541,80.861
ITF35,1970,Mar-Jul,1460.585,20.561,3.913,156.247
ITF35,1971,Apr-Aug,2009.392,53.093,0,104.903
ITF35,1971,Mar-Jul,1463.266,6.198,8.57,228.37
ITF35,1972,Apr-Aug,1898.21,19.413,0,177.242
ITF35,1972,Mar-Jul,1560.79,4.167,0,167.372
ITF35,1973,Apr-Aug,1855.809,35.911,0.392,104.936
ITF35,1973,Mar-Jul,1396.653,21.823,3.876,147.823
ITF35,1974,Apr-Aug,1826.18,41.944,0.049,261.503
ITF35,1974,Mar-Jul,1374.398,15.338,0.247,262.486
ITF35,1975,Apr-Aug,1947.938,17.298,0.019,142.548
ITF35,1975,Mar-Jul,1589.078,11.022,1.154,146.919
ITF35,1976,Apr-Aug,1518.257,5.865,0.11,295.149
ITF35,1976,Mar-Jul,1187.527,4.17,4.095,370.754
ITF35,1977,Apr-Aug,1937.888,50.364,0.844,71.774
ITF35,1977,Mar-Jul,1586.086,27.962,2.183,65.264
ITF35,1978,Apr-Aug,1814.931,27.01,0.014,239.988
ITF35,1978,Mar-Jul,1414.232,12.031,1.04,305.848
ITF35,1979,Apr-Aug,2004.849,17.168,0.121,187.57
ITF35,1979,Mar-Jul,1634.035,4.304,0.584,202.933
ITF35,1980,Apr-Aug,1758.423,17.174,0.32,209.09
ITF35,1980,Mar-Jul,1315.919,3.476,0.545,261.238
ITF35,1981,Apr-Aug,1779.036,35.104,0,138.377
ITF35,1981,Mar-Jul,1417.002,8.389,0.11,150.905
ITF35,1982,Apr-Aug,2091.075,54.923,0.195,62.139
ITF35,1982,Mar-Jul,1576.514,39.326,2.393,132.121
ITF35,1983,Apr-Aug,1966.066,48.15,0,126.755
ITF35,1983,Mar-Jul,1540.877,40.683,0.737,147.836
ITF35,1984,Apr-Aug,1743.713,20.901,0.01,162.482
ITF35,1984,Mar-Jul,1329.884,12.924,2.996,207.382
ITF35,1985,Apr-Aug,2042.364,87.586,0,79.466
ITF35,1985,Mar-Jul,1569.714,41.439,2.026,240.664
ITF35,1986,Apr-Aug,2012.31,66.13,0,116.223
ITF35,1986,Mar-Jul,1555.458,16.003,0,214.762
ITF35,1987,Apr-Aug,1969.905,100.436,0.014,133.254
ITF35,1987,Mar-Jul,1458.847,70.641,13.062,173.954
ITF35,1988,Apr-Aug,2146.315,138.57,0.004,86.319
ITF35,1988,Mar-Jul,1637.151,85.966,4.562,142.075
ITF35,1989,Apr-Aug,1885.631,43.053,0,197.838
ITF35,1989,Mar-Jul,1513.573,17.341,0,218.04
ITF35,1990,Apr-Aug,1973.203,39.237,0,210.864
ITF35,1990,Mar-Jul,1591.81,24.342,0.199,216.284
ITF35,1991,Apr-Aug,1767.665,22.029,0.098,200.633
ITF35,1991,Mar-Jul,1386.894,8.547,0.098,220.463
ITF35,1992,Apr-Aug,1946.68,86.907,0,152.066
ITF35,1992,Mar-Jul,1445.281,29.478,0.293,186.377
ITF35,1993,Apr-Aug,2071.855,93.131,0,128.893
ITF35,1993,Mar-Jul,1558.569,34.676,4.278,204.543
ITF35,1994,Apr-Aug,2130.277,117.376,0.007,248.221
ITF35,1994,Mar-Jul,1657.9,42.275,0.098,238.149
ITF35,1995,Apr-Aug,1906.357,60.061,0.632,210.181
ITF35,1995,Mar-Jul,1459.919,40.48,2.024,257.936
ITF35,1996,Apr-Aug,1980.483,53.273,0,114.881
ITF35,1996,Mar-Jul,1494.317,26.489,3.429,178.225
ITF35,1997,Apr-Aug,1966.991,56.829,0.646,108.424
ITF35,1997,Mar-Jul,1537.342,46.697,0.942,104.337
ITF35,1998,Apr-Aug,2156.773,154.768,0,180.863
ITF35,1998,Mar-Jul,1633.71,85.754,3.181,178.363
ITF35,1999,Apr-Aug,2146.469,80.267,0,166.137
ITF35,1999,Mar-Jul,1650.279,13.716,0.438,189.248
ITF35,2000,Apr-Aug,2234.066,78.583,0,114.075
ITF35,2000,Mar-Jul,1740.482,29.203,0.615,142.243
ITF35,2001,Apr-Aug,2080.532,104.14,0.012,93.247
ITF35,2001,Mar-Jul,1746.83,59.434,0.012,110.543
ITF35,2002,Apr-Aug,2104.7,69.518,0,205.287
ITF35,2002,Mar-Jul,1763.525,51.908,0.291,155.084
ITF35,2003,Apr-Aug,2348.684,205.889,1.281,85.471
ITF35,2003,Mar-Jul,1850.971,115.576,1.593,95.836
ITF35,2004,Apr-Aug,2042.561,77.231,0,187.857
ITF35,2004,Mar-Jul,1611.517,41.579,0.392,237.026
ITF35,2005,Apr-Aug,2164.254,85.042,0,133.044
ITF35,2005,Mar-Jul,1780.922,61.724,4.691,122.241
ITF35,2006,Apr-Aug,2184.317,99.433,0,198.543
ITF35,2006,Mar-Jul,1771.669,72.606,1.464,250.61
ITF35,2007,Apr-Aug,2292.939,137.159,0,168.624
ITF35,2007,Mar-Jul,1884.491,83.045,0.007,279.58
ITF35,2008,Apr-Aug,2215.88,93.771,0,163.136
ITF35,2008,Mar-Jul,1780.446,49.089,0.091,326.946
ITF35,2009,Apr-Aug,2227.214,93.308,0,301.273
ITF35,2009,Mar-Jul,1751.215,38.444,0.207,441.111
ITF35,2010,Apr-Aug,2147.613,65.002,0,260.692
ITF35,2010,Mar-Jul,1721.131,35.817,0.234,348.066
ITF35,2011,Apr-Aug,2154.018,71.272,0,154.571
ITF35,2011,Mar-Jul,1720.16,28.269,1.096,315.374
ITF35,2012,Apr-Aug,2219.431,136.913,0,315.502
ITF35,2012,Mar-Jul,1795.008,69.144,0,342.902
ITF35,2013,Apr-Aug,2195.101,77.968,0,199.954
ITF35,2013,Mar-Jul,1758.673,30.777,0.339,377
ITF35,2014,Apr-Aug,2061.981,42.934,0,258.537
ITF35,2014,Mar-Jul,1674.151,20.757,0.092,354.311
ITF35,2015,Apr-Aug,2286.614,138.064,0.004,150.331
ITF35,2015,Mar-Jul,1847.758,86.048,0.008,237.532
ITF35,2016,Apr-Aug,2102.22,81.386,0,227.704
ITF35,2016,Mar-Jul,1722.459,57.491,0,298.317
ITF35,2017,Apr-Aug,2208.197,147.695,0.232,51.201
ITF35,2017,Mar-Jul,1766.812,65.669,0.245,99.155
ITF35,2018,Apr-Aug,2176.932,76.752,0,235.58
ITF35,2018,Mar-Jul,1770.496,41.107,0.992,383.739
ITF35,2019,Apr-Aug,2112.109,189.008,0,242.032
ITF35,2019,Mar-Jul,1662.703,107.712,0.105,275.502
ITF35,2020,Apr-Aug,2132.211,131.913,1.348,187.239
ITF35,2020,Mar-Jul,1681.714,66.36,2.97,245.79
ITF35,2021,Apr-Aug,2151.978,211.327,0.73,172.143
ITF35,2021,Mar-Jul,1648.363,118.021,2.38,215.131
ITF35,2022,Apr-Aug,2177.942,231.702,1.254,287.436
ITF35,2022,Mar-Jul,1701.476,167.663,11.28,310.397
ITF35,2023,Apr-Aug,1975.817,138.547,0.006,460.594
ITF35,2023,Mar-Jul,1585.5,92.186,0.023,493.309
ITF35,2024,Apr-Aug,2289.131,275.47,0.092,168.307
ITF35,2024,Mar-Jul,1791.145,139.769,0.591,240.766
ITF43,1950,Apr-Aug,2595.023,248.491,0,101.64
ITF43,1950,Mar-Jul,2159.283,171.526,0,126.09
ITF43,1951,Apr-Aug,2247.905,124.947,0,92.912
ITF43,1951,Mar-Jul,1881.836,62.406,0,119.578
ITF43,1952,Apr-Aug,2421.738,149.635,0,75.015
ITF43,1952,Mar-Jul,1958.009,80.476,1.922,101.702
ITF43,1953,Apr-Aug,2287.401,58.445,0,94.4
ITF43,1953,Mar-Jul,1843.339,47.648,0.008,74.368
ITF43,1954,Apr-Aug,2197.613,84.386,0,91.375
ITF43,1954,Mar-Jul,1854.249,51.595,0,168.977
ITF43,1955,Apr-Aug,2246.436,66.253,0,87.067
ITF43,1955,Mar-Jul,1889.985,60.391,0,123.048
ITF43,1956,Apr-Aug,2251.304,115.486,0.039,83.242
ITF43,1956,Mar-Jul,1778.18,36.992,3.887,121.961
ITF43,1957,Apr-Aug,2330.523,151.595,0,60.206
ITF43,1957,Mar-Jul,1912.534,88.574,0,68.725
ITF43,1958,Apr-Aug,2264.184,86.288,0,104.826
ITF43,1958,Mar-Jul,1762.787,37.025,0.039,157.94
ITF43,1959,Apr-Aug,2180.509,40.33,0,158.69
ITF43,1959,Mar-Jul,1841.348,28.914,0,189.691
ITF43,1960,Apr-Aug,2236.842,71.162,0,129.709
ITF43,1960,Mar-Jul,1823.025,20.615,0,212.144
ITF43,1961,Apr-Aug,2327.255,60.775,0,63.835
ITF43,1961,Mar-Jul,1932.872,38.044,0,90.835
ITF43,1962,Apr-Aug,2289.7,101.936,0,54.988
ITF43,1962,Mar-Jul,1792.713,43.049,3.418,139.872
ITF43,1963,Apr-Aug,2321.226,94.712,0,110.249
ITF43,1963,Mar-Jul,1858.528,35.829,2.584,158.25
ITF43,1964,Apr-Aug,2267.469,24.962,0,108.04
ITF43,1964,Mar-Jul,1884.677,11.384,0,136.822
ITF43,1965,Apr-Aug,2217.52,103.511,0,67.093
ITF43,1965,Mar-Jul,1840.948,80.404,0,84.533
ITF43,1966,Apr-Aug,2328.427,72.271,0,75.207
