Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Norway","Area harvested","Barley","1973","ha","171846"
"Crops and livestock products","Norway","Yield","Barley","1973","kg/ha","3111.6"
"Crops and livestock products","Norway","Production","Barley","1973","t","534711"
"Crops and livestock products","Norway","Area harvested","Barley","1974","ha","170242"
"Crops and livestock products","Norway","Yield","Barley","1974","kg/ha","3812.9"
"Crops and livestock products","Norway","Production","Barley","1974","t","649109"
"Crops and livestock products","Norway","Area harvested","Barley","1975","ha","179510"
"Crops and livestock products","Norway","Yield","Barley","1975","kg/ha","2477"
"Crops and livestock products","Norway","Production","Barley","1975","t","444648"
"Crops and livestock products","Norway","Area harvested","Barley","1976","ha","172709"
"Crops and livestock products","Norway","Yield","Barley","1976","kg/ha","2815.1"
"Crops and livestock products","Norway","Production","Barley","1976","t","486186"
"Crops and livestock products","Norway","Area harvested","Barley","1977","ha","179255"
"Crops and livestock products","Norway","Yield","Barley","1977","kg/ha","3515.5"
"Crops and livestock products","Norway","Production","Barley","1977","t","630167"
"Crops and livestock products","Norway","Area harvested","Barley","1978","ha","185295"
"Crops and livestock products","Norway","Yield","Barley","1978","kg/ha","3606.4"
"Crops and livestock products","Norway","Production","Barley","1978","t","668251"
"Crops and livestock products","Norway","Area harvested","Barley","1979","ha","196411"
"Crops and livestock products","Norway","Yield","Barley","1979","kg/ha","3305.1"
"Crops and livestock products","Norway","Production","Barley","1979","t","649154"
"Crops and livestock products","Norway","Area harvested","Barley","1980","ha","186257"
"Crops and livestock products","Norway","Yield","Barley","1980","kg/ha","3495.2"
"Crops and livestock products","Norway","Production","Barley","1980","t","651000"
"Crops and livestock products","Norway","Area harvested","Barley","1981","ha","174406"
"Crops and livestock products","Norway","Yield","Barley","1981","kg/ha","3482.7"
"Crops and livestock products","Norway","Production","Barley","1981","t","607400"
"Crops and livestock products","Norway","Area harvested","Barley","1982","ha","169181"
"Crops and livestock products","Norway","Yield","Barley","1982","kg/ha","3684.2"
"Crops and livestock products","Norway","Production","Barley","1982","t","623300"
"Crops and livestock products","Norway","Area harvested","Barley","1983","ha","180800"
"Crops and livestock products","Norway","Yield","Barley","1983","kg/ha","3148.8"
"Crops and livestock products","Norway","Production","Barley","1983","t","569300"
"Crops and livestock products","Norway","Area harvested","Barley","1984","ha","170700"
"Crops and livestock products","Norway","Yield","Barley","1984","kg/ha","3801.4"
"Crops and livestock products","Norway","Production","Barley","1984","t","648900"
"Crops and livestock products","Norway","Area harvested","Barley","1985","ha","168010"
"Crops and livestock products","Norway","Yield","Barley","1985","kg/ha","3776.6"
"Crops and livestock products","Norway","Production","Barley","1985","t","634500"
"Crops and livestock products","Norway","Area harvested","Barley","1986","ha","174520"
"Crops and livestock products","Norway","Yield","Barley","1986","kg/ha","3130"
"Crops and livestock products","Norway","Production","Barley","1986","t","546248"
"Crops and livestock products","Norway","Area harvested","Barley","1987","ha","162900"
"Crops and livestock products","Norway","Yield","Barley","1987","kg/ha","3477.6"
"Crops and livestock products","Norway","Production","Barley","1987","t","566500"
"Crops and livestock products","Norway","Area harvested","Barley","1988","ha","172960"
"Crops and livestock products","Norway","Yield","Barley","1988","kg/ha","3132.7"
"Crops and livestock products","Norway","Production","Barley","1988","t","541834"
"Crops and livestock products","Norway","Area harvested","Barley","1989","ha","175152"
"Crops and livestock products","Norway","Yield","Barley","1989","kg/ha","3504.4"
"Crops and livestock products","Norway","Production","Barley","1989","t","613800"
"Crops and livestock products","Norway","Area harvested","Barley","1990","ha","178194"
"Crops and livestock products","Norway","Yield","Barley","1990","kg/ha","4150.7"
"Crops and livestock products","Norway","Production","Barley","1990","t","739621"
"Crops and livestock products","Norway","Area harvested","Barley","1991","ha","180872"
"Crops and livestock products","Norway","Yield","Barley","1991","kg/ha","3665"
"Crops and livestock products","Norway","Production","Barley","1991","t","662900"
"Crops and livestock products","Norway","Area harvested","Barley","1992","ha","175928"
"Crops and livestock products","Norway","Yield","Barley","1992","kg/ha","2773.9"
"Crops and livestock products","Norway","Production","Barley","1992","t","488000"
"Crops and livestock products","Norway","Area harvested","Barley","1993","ha","172988"
"Crops and livestock products","Norway","Yield","Barley","1993","kg/ha","3645.9"
"Crops and livestock products","Norway","Production","Barley","1993","t","630700"
"Crops and livestock products","Norway","Area harvested","Barley","1994","ha","178160"
"Crops and livestock products","Norway","Yield","Barley","1994","kg/ha","2943.4"
"Crops and livestock products","Norway","Production","Barley","1994","t","524400"
"Crops and livestock products","Norway","Area harvested","Barley","1995","ha","175020"
"Crops and livestock products","Norway","Yield","Barley","1995","kg/ha","3124.2"
"Crops and livestock products","Norway","Production","Barley","1995","t","546800"
"Crops and livestock products","Norway","Area harvested","Barley","1996","ha","174630"
"Crops and livestock products","Norway","Yield","Barley","1996","kg/ha","3903.7"
"Crops and livestock products","Norway","Production","Barley","1996","t","681700"
"Crops and livestock products","Norway","Area harvested","Barley","1997","ha","174700"
"Crops and livestock products","Norway","Yield","Barley","1997","kg/ha","3795.6"
"Crops and livestock products","Norway","Production","Barley","1997","t","663100"
"Crops and livestock products","Norway","Area harvested","Barley","1998","ha","167060"
"Crops and livestock products","Norway","Yield","Barley","1998","kg/ha","3707.6"
"Crops and livestock products","Norway","Production","Barley","1998","t","619400"
"Crops and livestock products","Norway","Area harvested","Barley","1999","ha","182600"
"Crops and livestock products","Norway","Yield","Barley","1999","kg/ha","3415.1"
"Crops and livestock products","Norway","Production","Barley","1999","t","623600"
"Crops and livestock products","Norway","Area harvested","Barley","2000","ha","162740"
"Crops and livestock products","Norway","Yield","Barley","2000","kg/ha","3524"
"Crops and livestock products","Norway","Production","Barley","2000","t","573500"
"Crops and livestock products","Norway","Area harvested","Barley","2001","ha","176850"
"Crops and livestock products","Norway","Yield","Barley","2001","kg/ha","3526.7"
"Crops and livestock products","Norway","Production","Barley","2001","t","623700"
"Crops and livestock products","Norway","Area harvested","Barley","2002","ha","180600"
"Crops and livestock products","Norway","Yield","Barley","2002","kg/ha","3282.9"
"Crops and livestock products","Norway","Production","Barley","2002","t","592900"
"Crops and livestock products","Norway","Area harvested","Barley","2003","ha","161615"
"Crops and livestock products","Norway","Yield","Barley","2003","kg/ha","3618.5"
"Crops and livestock products","Norway","Production","Barley","2003","t","584800"
"Crops and livestock products","Norway","Area harvested","Barley","2004","ha","149025"
"Crops and livestock products","Norway","Yield","Barley","2004","kg/ha","4230.8"
"Crops and livestock products","Norway","Production","Barley","2004","t","630500"
"Crops and livestock products","Norway","Area harvested","Barley","2005","ha","163299"
"Crops and livestock products","Norway","Yield","Barley","2005","kg/ha","3608.7"
"Crops and livestock products","Norway","Production","Barley","2005","t","589300"
"Crops and livestock products","Norway","Area harvested","Barley","2006","ha","152426"
"Crops and livestock products","Norway","Yield","Barley","2006","kg/ha","3527"
"Crops and livestock products","Norway","Production","Barley","2006","t","537600"
"Crops and livestock products","Norway","Area harvested","Barley","2007","ha","140675"
"Crops and livestock products","Norway","Yield","Barley","2007","kg/ha","3449.8"
"Crops and livestock products","Norway","Production","Barley","2007","t","485300"
"Crops and livestock products","Norway","Area harvested","Barley","2008","ha","129907"
"Crops and livestock products","Norway","Yield","Barley","2008","kg/ha","4296.9"
"Crops and livestock products","Norway","Production","Barley","2008","t","558200"
"Crops and livestock products","Norway","Area harvested","Barley","2009","ha","136339"
"Crops and livestock products","Norway","Yield","Barley","2009","kg/ha","3469.3"
"Crops and livestock products","Norway","Production","Barley","2009","t","473000"
"Crops and livestock products","Norway","Area harvested","Barley","2010","ha","146180"
"Crops and livestock products","Norway","Yield","Barley","2010","kg/ha","3702.3"
"Crops and livestock products","Norway","Production","Barley","2010","t","541200"
"Crops and livestock products","Norway","Area harvested","Barley","2011","ha","147974"
"Crops and livestock products","Norway","Yield","Barley","2011","kg/ha","3342.5"
"Crops and livestock products","Norway","Production","Barley","2011","t","494600"
"Crops and livestock products","Norway","Area harvested","Barley","2012","ha","156535"
"Crops and livestock products","Norway","Yield","Barley","2012","kg/ha","3661.8"
"Crops and livestock products","Norway","Production","Barley","2012","t","573200"
"Crops and livestock products","Norway","Area harvested","Barley","2013","ha","159387"
"Crops and livestock products","Norway","Yield","Barley","2013","kg/ha","3233"
"Crops and livestock products","Norway","Production","Barley","2013","t","515300"
"Crops and livestock products","Norway","Area harvested","Barley","2014","ha","126506"
"Crops and livestock products","Norway","Yield","Barley","2014","kg/ha","4169"
"Crops and livestock products","Norway","Production","Barley","2014","t","527400"
"Crops and livestock products","Norway","Area harvested","Barley","2015","ha","123292"
"Crops and livestock products","Norway","Yield","Barley","2015","kg/ha","4142.2"
"Crops and livestock products","Norway","Production","Barley","2015","t","510700"
"Crops and livestock products","Norway","Area harvested","Barley","2016","ha","137556"
"Crops and livestock products","Norway","Yield","Barley","2016","kg/ha","4614.8"
"Crops and livestock products","Norway","Production","Barley","2016","t","634800"
"Crops and livestock products","Norway","Area harvested","Barley","2017","ha","134857"
"Crops and livestock products","Norway","Yield","Barley","2017","kg/ha","4257.1"
"Crops and livestock products","Norway","Production","Barley","2017","t","574100"
"Crops and livestock products","Norway","Area harvested","Barley","2018","ha","147951"
"Crops and livestock products","Norway","Yield","Barley","2018","kg/ha","2980"
"Crops and livestock products","Norway","Production","Barley","2018","t","440900"
"Crops and livestock products","Norway","Area harvested","Barley","2019","ha","130495"
